ID,birthdate,sex_at_birth,country,environment,SES
P04372,2003-04-25,Male,Japan,Urban,high
P04373,1992-11-10,Male,Fiji,Urban,medium
P04374,1984-12-27,Female,China,Rural,low
P04375,1985-11-28,Female,Colombia,Urban,high
P04376,2001-01-29,Female,France,Urban,medium
P04377,1999-02-11,Female,Mexico,Urban,medium
P04378,1982-01-24,Female,South Africa,Urban,high
P04379,1989-03-01,Male,Mexico,Urban,high
P04380,1991-07-14,Female,Argentina,Urban,medium
P04381,1984-08-31,Male,Japan,Urban,medium
P04382,1995-05-28,Female,Colombia,Rural,medium
P04383,1995-08-09,Male,United Kingdom,Urban,low
P04384,2001-07-17,Female,Colombia,Rural,medium
P04385,1993-09-16,Female,South Africa,Rural,medium
P04386,1982-06-01,Male,Australia,Urban,medium
P04387,1997-04-25,Female,China,Rural,low
P04388,1985-06-28,Female,Brazil,Rural,low
P04389,1987-10-09,Male,India,Urban,high
P04390,1982-07-28,Female,Japan,Urban,medium
P04391,1998-01-21,Male,South Africa,Rural,low
P04392,2003-06-07,Male,Argentina,Urban,high
P04393,2005-09-10,Male,United States,Urban,medium
P04394,1998-11-16,Female,Japan,Urban,medium
P04395,1994-06-02,Female,Germany,Rural,high
P04396,1984-04-10,Female,China,Urban,low
P04397,1990-08-03,Male,Egypt,Urban,high
P04398,1995-01-17,Male,France,Urban,low
P04399,1982-10-22,Male,Fiji,Urban,low
P04400,1991-03-18,Male,Japan,Urban,medium
P04401,1991-02-20,Female,South Africa,Urban,low
P04402,2005-05-12,Female,Japan,Rural,low
P04403,1986-02-02,Female,South Africa,Urban,medium
P04404,1982-01-09,Female,China,Urban,medium
P04405,1999-09-15,Female,Fiji,Urban,high
P04406,1996-09-18,Female,Brazil,Urban,medium
P04407,1983-01-25,Female,Brazil,Urban,high
P04408,2006-03-01,Female,Egypt,Rural,medium
P04409,1988-11-10,Male,Australia,Rural,low
P04410,1983-03-25,Male,Japan,Rural,high
P04411,1989-11-29,Female,New Zealand,Urban,low
P04412,2001-07-02,Female,Egypt,Urban,medium
P04413,2003-08-22,Female,Germany,Rural,medium
P04414,1998-04-03,Female,France,Urban,medium
P04415,1994-01-07,Female,Germany,Rural,medium
P04416,1983-03-20,Female,Germany,Urban,medium
P04417,1983-05-26,Female,Germany,Urban,medium
P04418,1998-07-29,Male,Colombia,Rural,high
P04419,1997-12-17,Male,Australia,Rural,low
P04420,1990-01-20,Male,United Kingdom,Urban,high
P04421,1982-08-13,Female,Brazil,Urban,high
P04422,1981-06-19,Male,Egypt,Rural,high
P04423,1985-09-26,Male,Canada,Urban,high
P04424,1998-06-01,Male,Egypt,Rural,medium
P04425,1991-02-02,Female,Germany,Urban,low
P04426,1988-05-10,Male,Fiji,Urban,medium
P04427,1986-08-14,Female,South Africa,Rural,high
P04428,1998-03-13,Female,Nigeria,Urban,medium
P04429,1997-03-12,Female,Fiji,Urban,medium
P04430,2005-08-17,Female,China,Urban,medium
P04431,1987-04-23,Female,Nigeria,Urban,high
P04432,1999-07-23,Male,United Kingdom,Urban,low
P04433,1993-07-08,Female,United Kingdom,Urban,medium
P04434,2007-02-17,Male,Nigeria,Urban,low
P04435,1987-01-04,Female,New Zealand,Rural,medium
P04436,1997-11-02,Female,Argentina,Urban,low
P04437,1990-07-28,Male,Argentina,Rural,medium
P04438,1983-12-16,Male,Japan,Rural,medium
P04439,1988-11-13,Male,Japan,Urban,medium
P04440,1981-09-17,Female,Argentina,Rural,low
P04441,2006-07-23,Male,France,Rural,low
P04442,1993-05-18,Male,New Zealand,Rural,low
P04443,2000-04-15,Female,Brazil,Urban,medium
P04444,2005-12-22,Male,Canada,Urban,high
P04445,2008-09-05,Male,United Kingdom,Urban,medium
P04446,1987-09-07,Male,Colombia,Urban,medium
P04447,2007-05-07,Female,Colombia,Urban,medium
P04448,1982-05-10,Male,Egypt,Rural,medium
P04449,1986-01-16,Female,Brazil,Urban,high
P04450,1988-07-27,Male,South Africa,Urban,medium
P04451,2001-02-18,Female,New Zealand,Rural,medium
P04452,2005-10-26,Male,South Africa,Urban,medium
P04453,2002-08-25,Male,United States,Urban,low
P04454,2007-01-03,Female,France,Urban,medium
P04455,1994-05-26,Female,China,Urban,low
P04456,1983-09-18,Male,Fiji,Urban,high
P04457,2005-07-24,Male,Egypt,Urban,medium
P04458,1990-05-24,Female,Colombia,Urban,high
P04459,1986-03-28,Male,Egypt,Urban,medium
P04460,1999-11-18,Female,Japan,Rural,medium
P04461,1981-10-26,Female,Egypt,Rural,medium
P04462,2003-09-04,Male,Australia,Rural,low
P04463,2008-06-28,Male,Nigeria,Rural,low
P04464,1991-12-20,Female,Argentina,Rural,low
P04465,1990-08-26,Male,Egypt,Rural,low
P04466,1986-05-28,Female,South Africa,Rural,low
P04467,2003-05-03,Female,United Kingdom,Urban,low
P04468,1984-11-14,Female,Nigeria,Urban,medium
P04469,1985-02-12,Male,Argentina,Urban,medium
P04470,2008-05-23,Male,Egypt,Urban,medium
P04471,2007-10-26,Male,Fiji,Urban,medium
P04472,2007-07-24,Female,New Zealand,Urban,medium
P04473,1982-10-06,Female,Brazil,Urban,medium
P04474,2002-08-21,Male,Egypt,Urban,medium
P04475,1986-06-13,Male,Egypt,Urban,low
P04476,1998-10-20,Female,Nigeria,Rural,low
P04477,1989-10-24,Male,Canada,Rural,high
P04478,2001-01-04,Male,Germany,Urban,low
P04479,1986-11-23,Female,New Zealand,Urban,medium
P04480,1985-06-28,Female,New Zealand,Urban,high
P04481,2006-09-24,Female,United States,Urban,medium
P04482,1996-06-09,Male,Japan,Rural,high
P04483,2002-09-22,Male,Argentina,Urban,medium
P04484,1992-06-22,Male,Fiji,Urban,medium
P04485,1993-03-31,Male,Egypt,Urban,medium
P04486,1990-02-12,Female,New Zealand,Urban,medium
P04487,2003-05-10,Female,Australia,Rural,low
P04488,2000-10-08,Male,India,Urban,high
P04489,1981-09-16,Female,France,Rural,low
P04490,1997-02-23,Female,Colombia,Urban,high
P04491,1992-03-21,Male,United Kingdom,Urban,medium
P04492,1995-05-15,Male,Egypt,Rural,high
P04493,1993-07-03,Male,New Zealand,Rural,medium
P04494,1997-05-06,Female,Brazil,Urban,medium
P04495,1989-02-28,Female,Egypt,Urban,high
P04496,1994-11-30,Female,Fiji,Urban,low
P04497,1982-10-24,Female,Nigeria,Urban,low
P04498,1993-12-09,Male,Canada,Urban,low
P04499,1993-07-11,Female,Fiji,Urban,high
P04500,2005-10-16,Female,United Kingdom,Rural,medium
P04501,2001-07-08,Female,Colombia,Urban,high
P04502,1993-06-17,Female,United Kingdom,Rural,low
P04503,1995-03-04,Female,Canada,Urban,medium
P04504,1988-10-11,Male,Japan,Urban,low
P04505,1993-03-10,Male,Canada,Urban,high
P04506,1997-09-29,Female,Australia,Urban,high
P04507,1997-08-02,Female,Egypt,Urban,low
P04508,1988-10-20,Female,New Zealand,Rural,high
P04509,1988-06-06,Female,United Kingdom,Urban,medium
P04510,1998-07-04,Female,New Zealand,Rural,low
P04511,1987-06-19,Female,Mexico,Rural,low
P04512,1982-12-17,Female,United Kingdom,Urban,low
P04513,1993-02-11,Male,Germany,Urban,high
P04514,1983-06-02,Male,Japan,Rural,medium
P04515,1993-07-14,Female,France,Urban,medium
P04516,1994-11-27,Female,South Africa,Urban,low
P04517,1985-06-01,Male,Germany,Rural,low
P04518,1983-07-25,Female,India,Urban,medium
P04519,1992-12-25,Female,Brazil,Rural,high
P04520,1982-07-23,Male,South Africa,Urban,low
P04521,1998-02-26,Female,New Zealand,Rural,low
P04522,1984-09-08,Male,Brazil,Rural,medium
P04523,2006-03-19,Male,Egypt,Urban,medium
P04524,1982-05-13,Female,Egypt,Rural,low
P04525,2004-01-25,Female,South Africa,Urban,medium
P04526,2003-07-13,Female,Argentina,Urban,high
P04527,1990-03-15,Male,New Zealand,Urban,medium
P04528,1982-05-06,Female,India,Urban,low
P04529,1990-07-29,Female,New Zealand,Rural,low
P04530,1986-07-28,Male,Fiji,Rural,medium
P04531,2008-06-29,Female,Fiji,Rural,low
P04532,2007-11-12,Female,Mexico,Rural,high
P04533,1983-09-24,Male,United States,Rural,medium
P04534,2003-11-27,Female,United States,Urban,medium
P04535,1988-05-08,Male,New Zealand,Urban,medium
P04536,2007-03-31,Female,Mexico,Urban,low
P04537,1989-11-23,Male,Argentina,Rural,high
P04538,1997-07-20,Male,Argentina,Urban,high
P04539,1996-01-14,Female,Germany,Urban,high
P04540,2006-06-30,Male,Colombia,Rural,high
P04541,1998-03-15,Male,Colombia,Urban,low
P04542,1995-08-19,Female,China,Urban,medium
P04543,1984-04-09,Female,Brazil,Urban,medium
P04544,1995-08-27,Male,India,Rural,medium
P04545,2001-08-02,Female,Nigeria,Urban,medium
P04546,2007-09-25,Female,United Kingdom,Urban,medium
P04547,1993-04-11,Female,Mexico,Rural,high
P04548,1995-09-22,Male,India,Urban,low
P04549,1998-12-30,Male,Egypt,Urban,low
P04550,2008-03-09,Male,Fiji,Urban,high
P04551,1989-02-02,Female,Egypt,Rural,low
P04552,2006-09-06,Male,Colombia,Urban,medium
P04553,1994-03-18,Female,Nigeria,Urban,low
P04554,2001-03-22,Male,Germany,Urban,medium
P04555,1990-07-12,Male,China,Urban,medium
P04556,1999-11-01,Female,New Zealand,Rural,medium
P04557,2007-04-20,Female,China,Urban,medium
P04558,2006-05-09,Female,India,Urban,low
P04559,2008-08-20,Female,Brazil,Urban,low
P04560,2007-01-18,Male,Colombia,Rural,medium
P04561,1988-05-01,Male,Argentina,Rural,medium
P04562,1999-10-08,Female,Colombia,Urban,medium
P04563,1991-09-13,Male,Germany,Urban,medium
P04564,2000-03-14,Male,Australia,Rural,medium
P04565,1986-09-05,Male,Canada,Rural,low
P04566,2006-10-15,Male,Colombia,Urban,medium
P04567,2005-01-22,Female,India,Urban,medium
P04568,1995-09-14,Female,Australia,Urban,medium
P04569,2008-03-22,Female,Mexico,Rural,low
P04570,1999-06-06,Female,United States,Urban,medium
P04571,1985-02-21,Male,Egypt,Urban,low
P04572,1993-01-14,Female,Germany,Urban,high
P04573,1984-05-18,Female,Australia,Urban,medium
P04574,1986-04-13,Female,United States,Urban,high
P04575,1989-01-19,Male,New Zealand,Urban,medium
P04576,1985-06-09,Female,Canada,Urban,medium
P04577,1992-04-19,Female,United Kingdom,Urban,low
P04578,1989-02-03,Female,Fiji,Urban,low
P04579,2005-08-09,Female,China,Urban,medium
P04580,2006-06-14,Male,New Zealand,Urban,medium
P04581,2008-05-09,Female,China,Urban,high
P04582,2008-12-12,Male,Fiji,Rural,medium
P04583,2005-04-17,Female,China,Urban,medium
P04584,2006-03-13,Male,France,Urban,medium
P04585,1987-04-23,Male,India,Urban,low
P04586,1985-11-20,Male,Japan,Rural,medium
P04587,1989-09-23,Male,United Kingdom,Urban,low
P04588,1987-12-16,Female,Brazil,Rural,high
P04589,2005-11-29,Male,Fiji,Rural,medium
P04590,1999-06-11,Female,Japan,Urban,low
P04591,1998-08-09,Female,Japan,Urban,medium
P04592,1994-11-14,Female,Egypt,Rural,medium
P04593,1988-09-15,Female,Egypt,Urban,medium
P04594,1989-03-11,Male,United States,Urban,high
P04595,1982-09-15,Male,Argentina,Urban,medium
P04596,2007-11-22,Female,China,Urban,medium
P04597,2004-01-01,Female,Nigeria,Rural,low
P04598,2001-05-15,Female,Egypt,Rural,high
P04599,2006-01-20,Female,Nigeria,Urban,low
P04600,2004-12-17,Female,New Zealand,Urban,high
P04601,1989-08-31,Female,South Africa,Rural,high
P04602,2003-04-04,Female,Canada,Urban,high
P04603,2007-01-27,Female,United Kingdom,Rural,medium
P04604,1984-11-05,Male,China,Urban,medium
P04605,1995-09-19,Female,Fiji,Rural,medium
P04606,2006-10-13,Female,Japan,Urban,medium
P04607,1989-11-14,Male,Japan,Urban,low
P04608,1982-06-21,Male,Fiji,Rural,medium
P04609,2004-03-10,Female,United States,Urban,medium
P04610,2007-09-23,Female,China,Urban,low
P04611,1983-11-22,Male,Australia,Urban,high
P04612,2006-09-25,Male,France,Urban,high
P04613,1996-06-24,Male,South Africa,Urban,low
P04614,1989-02-11,Female,Canada,Urban,high
P04615,1988-11-13,Male,Nigeria,Urban,low
P04616,2001-09-14,Male,Australia,Rural,medium
P04617,1995-10-04,Female,France,Rural,low
P04618,1994-11-06,Female,India,Rural,medium
P04619,1993-04-11,Male,China,Urban,medium
P04620,1982-03-31,Female,Colombia,Urban,medium
P04621,1998-07-15,Male,India,Rural,low
P04622,1999-04-10,Female,Brazil,Urban,medium
P04623,1987-03-16,Male,China,Urban,medium
P04624,1982-06-19,Female,China,Rural,medium
P04625,2000-06-19,Male,Fiji,Urban,low
P04626,1984-12-04,Female,Germany,Urban,medium
P04627,1992-07-05,Male,India,Urban,high
P04628,2008-08-16,Male,South Africa,Urban,medium
P04629,1991-04-25,Male,Germany,Urban,medium
P04630,2008-06-01,Female,United Kingdom,Rural,medium
P04631,1988-09-21,Female,Canada,Urban,medium
P04632,1985-12-13,Female,Mexico,Urban,medium
P04633,1992-09-21,Male,Japan,Urban,high
P04634,2004-11-30,Female,Brazil,Urban,medium
P04635,1984-12-01,Male,Colombia,Urban,medium
P04636,1988-08-29,Male,Mexico,Urban,medium
P04637,1981-07-14,Female,Canada,Rural,low
P04638,2005-10-10,Female,Australia,Urban,low
P04639,1989-05-14,Male,Germany,Urban,low
P04640,2003-02-05,Male,Colombia,Rural,medium
P04641,1990-03-09,Female,Canada,Rural,low
P04642,2001-05-07,Male,New Zealand,Urban,medium
P04643,2008-08-27,Female,China,Urban,medium
P04644,2001-04-24,Male,United Kingdom,Urban,medium
P04645,1995-03-06,Male,Brazil,Urban,medium
P04646,2000-06-14,Female,South Africa,Urban,high
P04647,1987-05-08,Female,Colombia,Urban,medium
P04648,1984-06-21,Female,Australia,Urban,low
P04649,1991-04-02,Female,Japan,Rural,high
P04650,1991-03-31,Female,Canada,Urban,medium
P04651,1995-06-02,Male,Egypt,Urban,high
P04652,2008-01-05,Male,Egypt,Urban,medium
P04653,1985-11-05,Female,Germany,Urban,medium
P04654,1981-01-22,Male,United Kingdom,Rural,medium
P04655,1989-10-13,Male,India,Urban,medium
P04656,1983-03-23,Female,Brazil,Urban,medium
P04657,1982-01-17,Male,Nigeria,Urban,low
P04658,1999-12-14,Male,South Africa,Urban,medium
P04659,1982-02-13,Male,South Africa,Urban,low
P04660,1987-02-27,Male,Fiji,Rural,medium
P04661,1991-05-25,Male,Egypt,Rural,medium
P04662,1994-11-15,Female,Brazil,Urban,low
P04663,1990-10-28,Female,Canada,Rural,medium
P04664,1997-08-16,Male,China,Urban,medium
P04665,2008-10-23,Male,Mexico,Rural,low
P04666,2005-11-06,Female,New Zealand,Urban,medium
P04667,1985-10-17,Male,France,Urban,medium
P04668,1999-01-13,Male,Egypt,Rural,low
P04669,1984-08-12,Male,Fiji,Urban,medium
P04670,1991-12-20,Female,Colombia,Rural,medium
P04671,2000-05-21,Female,Australia,Urban,medium
P04672,1997-07-31,Male,Australia,Urban,medium
P04673,1998-03-30,Female,France,Urban,medium
P04674,1997-12-19,Female,United Kingdom,Rural,high
P04675,2003-12-27,Female,China,Urban,medium
P04676,1991-05-07,Male,Germany,Urban,low
P04677,2003-03-04,Male,Germany,Urban,low
P04678,2006-01-31,Male,Egypt,Rural,medium
P04679,1988-07-20,Female,India,Urban,low
P04680,2001-07-04,Female,Canada,Urban,medium
P04681,1995-10-08,Male,South Africa,Rural,medium
P04682,1986-11-23,Female,China,Rural,medium
P04683,1987-08-01,Male,South Africa,Urban,low
P04684,1989-03-08,Female,Brazil,Urban,medium
P04685,2003-08-10,Female,South Africa,Urban,medium
P04686,1998-06-29,Male,Colombia,Urban,low
P04687,1982-12-18,Male,Japan,Urban,medium
P04688,1992-06-03,Male,United Kingdom,Urban,medium
P04689,1990-03-05,Female,New Zealand,Urban,medium
P04690,1989-02-05,Female,Nigeria,Urban,medium
P04691,2005-08-04,Female,India,Urban,low
P04692,1997-09-26,Male,Nigeria,Rural,high
P04693,1998-05-22,Female,India,Rural,medium
P04694,2008-03-28,Male,Canada,Urban,low
P04695,2004-04-22,Female,Japan,Urban,medium
P04696,2008-07-12,Female,United States,Urban,medium
P04697,1992-03-26,Male,New Zealand,Rural,low
P04698,2008-03-26,Female,Colombia,Urban,medium
P04699,1991-12-04,Male,France,Urban,high
P04700,2008-05-19,Female,Fiji,Urban,high
P04701,2002-01-06,Female,China,Urban,high
P04702,2008-06-13,Male,Australia,Urban,medium
P04703,2008-04-16,Female,Mexico,Rural,high
P04704,1990-01-31,Male,United Kingdom,Rural,medium
P04705,1981-02-27,Female,India,Rural,medium
P04706,2004-06-02,Male,United Kingdom,Urban,medium
P04707,2004-08-09,Female,Canada,Urban,medium
P04708,1995-03-24,Female,Fiji,Urban,low
P04709,1986-11-07,Male,New Zealand,Rural,low
P04710,1990-11-06,Female,United States,Urban,low
P04711,2004-01-10,Male,France,Urban,low
P04712,2000-04-21,Male,United Kingdom,Urban,medium
P04713,2004-10-29,Female,Nigeria,Rural,medium
P04714,1999-09-29,Male,South Africa,Rural,medium
P04715,2000-01-01,Female,New Zealand,Rural,medium
P04716,1985-10-06,Female,Egypt,Urban,high
P04717,1985-04-11,Female,Brazil,Urban,medium
P04718,2001-11-29,Male,Egypt,Urban,low
P04719,2007-02-03,Male,France,Urban,medium
P04720,1982-04-21,Male,Japan,Rural,high
P04721,1996-05-23,Female,South Africa,Urban,low
P04722,1981-06-09,Male,France,Rural,medium
P04723,1981-11-03,Female,United Kingdom,Rural,high
P04724,1999-07-12,Male,France,Urban,high
P04725,1983-07-15,Female,United Kingdom,Rural,low
P04726,1991-04-26,Female,Egypt,Urban,medium
P04727,1985-05-20,Male,South Africa,Rural,medium
P04728,1991-11-20,Male,Fiji,Rural,high
P04729,1992-05-05,Male,Brazil,Urban,low
P04730,1982-04-06,Female,Argentina,Urban,high
P04731,1992-04-30,Female,Australia,Urban,medium
P04732,1996-06-13,Female,Mexico,Rural,high
P04733,1999-01-31,Female,India,Urban,medium
P04734,1988-10-30,Male,Argentina,Urban,high
P04735,1984-06-21,Female,Egypt,Rural,high
P04736,2006-08-29,Male,South Africa,Urban,medium
P04737,2005-10-03,Female,India,Urban,medium
P04738,1998-01-16,Male,United States,Urban,medium
P04739,1998-05-27,Male,Egypt,Urban,medium
P04740,2008-06-06,Male,Germany,Rural,high
P04741,1988-03-10,Male,Mexico,Urban,medium
P04742,2004-11-08,Male,Mexico,Urban,medium
P04743,1985-08-12,Male,France,Urban,medium
P04744,1982-06-20,Female,Nigeria,Urban,low
P04745,2004-09-12,Female,South Africa,Urban,medium
P04746,1994-10-20,Female,United Kingdom,Rural,medium
P04747,1981-12-22,Male,United Kingdom,Urban,high
P04748,1988-08-17,Female,Brazil,Urban,medium
P04749,1999-07-31,Female,Australia,Urban,medium
P04750,1993-10-17,Male,Argentina,Rural,medium
P04751,1998-08-13,Male,Egypt,Rural,medium
P04752,2008-01-17,Male,Nigeria,Urban,medium
P04753,2002-09-19,Male,United Kingdom,Urban,high
P04754,2002-02-09,Female,South Africa,Urban,medium
P04755,1995-05-04,Male,Australia,Urban,high
P04756,1993-03-07,Male,Australia,Urban,high
P04757,1984-03-12,Male,Mexico,Urban,medium
P04758,1992-07-16,Male,Argentina,Urban,medium
P04759,1990-01-25,Male,Nigeria,Urban,high
P04760,2004-02-10,Male,Germany,Urban,medium
P04761,2007-07-19,Male,Colombia,Urban,medium
P04762,1990-10-02,Male,India,Rural,medium
P04763,1990-09-16,Male,Nigeria,Urban,high
P04764,1982-01-12,Male,Argentina,Urban,medium
P04765,1997-03-12,Male,France,Rural,low
P04766,1985-11-21,Male,Nigeria,Urban,high
P04767,1983-09-19,Female,Argentina,Urban,high
P04768,1990-10-19,Male,Mexico,Urban,high
P04769,1987-01-14,Male,Argentina,Rural,medium
P04770,2000-10-23,Female,Colombia,Urban,high
P04771,1993-06-01,Male,Germany,Rural,medium
P04772,1982-08-10,Female,Fiji,Rural,low
P04773,1996-10-25,Female,Brazil,Rural,low
P04774,1988-05-27,Female,China,Rural,high
P04775,2004-05-30,Female,Japan,Urban,medium
P04776,1994-09-13,Male,Argentina,Urban,medium
P04777,1993-11-27,Female,Germany,Urban,high
P04778,1998-02-24,Female,Argentina,Urban,high
P04779,1983-01-18,Female,United States,Urban,low
P04780,2001-08-03,Female,Fiji,Urban,low
P04781,1981-05-31,Male,China,Rural,medium
P04782,1986-04-24,Female,United Kingdom,Urban,low
P04783,1987-06-01,Male,China,Rural,medium
P04784,1994-04-04,Female,United Kingdom,Rural,low
P04785,1984-10-06,Female,South Africa,Rural,medium
P04786,2004-09-04,Male,India,Urban,low
P04787,1987-05-13,Male,Australia,Rural,low
P04788,1992-05-20,Male,Brazil,Urban,low
P04789,1998-04-02,Male,Egypt,Rural,medium
P04790,1987-10-05,Female,United Kingdom,Urban,medium
P04791,2002-08-26,Female,Germany,Rural,low
P04792,1990-09-10,Female,Australia,Urban,high
P04793,2008-12-12,Male,India,Rural,high
P04794,1997-10-12,Male,Canada,Urban,medium
P04795,1997-07-26,Female,Colombia,Urban,high
P04796,1986-07-07,Male,New Zealand,Urban,low
P04797,1991-09-06,Male,India,Rural,low
P04798,1998-08-10,Male,Colombia,Urban,medium
P04799,1998-04-27,Male,South Africa,Rural,high
P04800,1998-07-27,Female,South Africa,Urban,medium
P04801,1981-02-25,Female,Colombia,Urban,low
P04802,1984-07-25,Female,Mexico,Rural,high
P04803,1992-09-25,Female,United Kingdom,Urban,medium
P04804,1994-09-19,Female,Mexico,Urban,medium
P04805,1986-02-22,Female,China,Rural,medium
P04806,2007-05-20,Male,Argentina,Urban,medium
P04807,2008-06-08,Male,Canada,Urban,medium
P04808,1987-04-16,Male,Colombia,Rural,medium
P04809,1984-07-14,Male,India,Urban,medium
P04810,1984-02-16,Male,Germany,Urban,low
P04811,2006-12-24,Female,Nigeria,Urban,low
P04812,2008-11-09,Female,New Zealand,Urban,high
P04813,1992-02-18,Male,United States,Urban,low
P04814,1997-08-24,Female,Canada,Urban,low
P04815,1998-03-04,Male,Argentina,Urban,low
P04816,1990-06-16,Female,Mexico,Urban,medium
P04817,2002-06-08,Female,Egypt,Urban,medium
P04818,1988-05-11,Male,Australia,Rural,low
P04819,2006-08-03,Female,Egypt,Urban,medium
P04820,2008-07-25,Female,Nigeria,Rural,low
P04821,1986-05-04,Male,India,Rural,medium
P04822,2005-04-28,Male,Argentina,Urban,high
P04823,1998-05-15,Male,Nigeria,Urban,medium
P04824,1982-12-28,Male,Fiji,Urban,low
P04825,1996-03-17,Male,United Kingdom,Rural,low
P04826,1983-04-09,Male,United Kingdom,Urban,medium
P04827,1997-06-26,Male,Argentina,Rural,medium
P04828,2008-12-21,Male,United Kingdom,Rural,low
P04829,2000-05-14,Female,China,Urban,low
P04830,1987-11-25,Female,Colombia,Urban,medium
P04831,1983-12-05,Female,Argentina,Rural,high
P04832,1981-02-28,Female,India,Urban,high
P04833,1991-03-15,Female,New Zealand,Urban,medium
P04834,2008-03-10,Male,Egypt,Rural,low
P04835,1981-06-25,Female,Nigeria,Rural,medium
P04836,2002-04-20,Female,United States,Urban,low
P04837,1983-05-25,Female,Argentina,Urban,high
P04838,2001-10-24,Female,India,Rural,medium
P04839,2002-07-09,Male,Colombia,Urban,medium
P04840,1999-04-10,Female,Brazil,Urban,medium
P04841,1983-09-28,Male,Germany,Urban,medium
P04842,1995-02-12,Male,Canada,Urban,low
P04843,1995-07-09,Female,India,Rural,high
P04844,1989-09-28,Male,Nigeria,Urban,low
P04845,1981-05-10,Male,South Africa,Rural,medium
P04846,1986-05-10,Female,France,Urban,medium
P04847,2005-11-01,Male,Fiji,Urban,high
P04848,2006-11-26,Male,Egypt,Rural,medium
P04849,1993-07-20,Male,Japan,Urban,low
P04850,2000-04-16,Male,Nigeria,Urban,low
P04851,1997-05-15,Male,Australia,Urban,medium
P04852,1994-01-17,Female,Mexico,Urban,medium
P04853,2004-02-28,Female,Canada,Urban,high
P04854,1998-08-28,Male,Japan,Urban,medium
P04855,2007-12-03,Female,Brazil,Urban,medium
P04856,1984-08-17,Female,New Zealand,Urban,high
P04857,1991-01-23,Male,China,Urban,medium
P04858,2006-03-09,Male,Fiji,Urban,high
P04859,1986-11-21,Female,China,Urban,low
P04860,1984-04-18,Male,Colombia,Rural,medium
P04861,1992-10-09,Female,India,Urban,medium
P04862,1983-03-06,Male,United Kingdom,Rural,high
P04863,1986-12-23,Female,Nigeria,Urban,medium
P04864,1993-03-31,Male,Nigeria,Rural,medium
P04865,1982-12-07,Female,United States,Urban,medium
P04866,2008-11-06,Male,Mexico,Rural,medium
P04867,1996-03-31,Male,Fiji,Rural,medium
P04868,1981-01-07,Male,United Kingdom,Rural,medium
P04869,2008-11-19,Male,Egypt,Urban,medium
P04870,2004-04-03,Male,Mexico,Rural,high
P04871,1992-01-01,Male,Mexico,Urban,medium
P04872,2004-03-12,Male,China,Rural,low
P04873,2005-11-11,Male,Colombia,Urban,high
P04874,1983-03-11,Female,New Zealand,Urban,medium
P04875,1998-06-01,Male,India,Urban,medium
P04876,1997-04-18,Female,New Zealand,Urban,low
P04877,2004-10-18,Female,Japan,Urban,medium
P04878,1989-06-15,Female,France,Rural,low
P04879,1986-04-28,Male,Australia,Urban,medium
P04880,1992-10-22,Male,Canada,Urban,high
P04881,1999-08-27,Male,United States,Urban,medium
P04882,2006-09-26,Female,Germany,Urban,low
P04883,1987-07-15,Female,India,Urban,low
P04884,1986-08-28,Female,South Africa,Urban,low
P04885,1988-10-06,Female,Germany,Rural,low
P04886,1996-08-06,Male,India,Urban,low
P04887,2001-02-13,Female,China,Rural,high
P04888,1997-08-11,Male,Colombia,Urban,low
P04889,1992-08-19,Male,Brazil,Rural,low
P04890,2004-09-04,Male,New Zealand,Rural,medium
P04891,1993-11-29,Male,China,Urban,medium
P04892,1994-09-04,Male,Fiji,Urban,high
P04893,1987-03-13,Male,Brazil,Urban,low
P04894,1996-02-11,Male,Germany,Urban,medium
P04895,1999-01-04,Female,United States,Urban,low
P04896,1999-06-14,Male,Brazil,Urban,high
P04897,2002-07-16,Female,Fiji,Urban,medium
P04898,1986-11-20,Female,Fiji,Urban,medium
P04899,1983-12-13,Male,Japan,Urban,medium
P04900,1996-10-18,Male,Germany,Rural,low
P04901,2000-09-17,Male,Argentina,Urban,low
P04902,2005-08-27,Male,Fiji,Rural,medium
P04903,1991-11-29,Female,Brazil,Rural,medium
P04904,2004-06-20,Female,Colombia,Urban,medium
P04905,1994-06-12,Male,China,Urban,medium
P04906,2007-01-07,Female,Canada,Urban,medium
P04907,1998-03-02,Female,Japan,Urban,high
P04908,2003-05-23,Female,Fiji,Urban,low
P04909,2002-07-07,Female,New Zealand,Urban,medium
P04910,1999-04-11,Female,Germany,Urban,low
P04911,2002-02-24,Male,China,Urban,medium
P04912,2001-04-24,Female,Canada,Urban,high
P04913,1989-01-16,Male,China,Rural,low
P04914,1992-09-23,Female,Fiji,Urban,high
P04915,1982-05-03,Female,Australia,Urban,medium
P04916,1996-06-19,Female,Nigeria,Rural,high
P04917,1996-06-14,Female,Japan,Rural,low
P04918,1991-08-08,Male,United States,Urban,low
P04919,2008-11-03,Female,New Zealand,Urban,low
P04920,2008-11-05,Male,China,Rural,medium
P04921,2004-09-13,Male,China,Urban,medium
P04922,1993-09-26,Male,Argentina,Urban,high
P04923,1997-09-10,Male,Brazil,Urban,medium
P04924,1998-04-26,Male,Brazil,Urban,medium
P04925,1998-12-18,Female,Canada,Urban,low
P04926,1988-08-28,Male,Colombia,Urban,low
P04927,1983-08-20,Female,Germany,Urban,low
P04928,1982-01-20,Male,Australia,Urban,medium
P04929,1981-08-21,Male,United States,Urban,low
P04930,1996-04-18,Male,Canada,Rural,low
